Group	Species	Classification	sppsOnBins	N	N_Institutes	taxIDs	BINs	Phylum	Order	Family	Genus
Actinopterygii	Cheilodactylus variegatus	A	Cheilodactylus variegatus	10	4	58294	BOLD:AAE2786	Chordata	Perciformes	Cheilodactylidae	Cheilodactylus
Actinopterygii	Cheilopogon atrisignis	D		4	2	316949		Chordata	Beloniformes	Exocoetidae	Cheilopogon
Actinopterygii	Cheilopogon cyanopterus	D	Cheilopogon cyanopterus,Cheilopogon furcatus,Cheilopogon arcticeps,Cheilopogon spilonotopterus	3	3	196033	BOLD:ABZ7103,BOLD:ACK7919	Chordata	Beloniformes	Exocoetidae	Cheilopogon
Actinopterygii	Cheilopogon dorsomacula	D		4	2	515636		Chordata	Beloniformes	Exocoetidae	Cheilopogon
Actinopterygii	Cheilopogon furcatus	D	Cheilopogon pitcairnensis,Cheilopogon exsiliens,Cheilopogon furcatus,Cheilopogon arcticeps	2	1	140584	BOLD:AAG2551,BOLD:ABZ7103,BOLD:ACF0311	Chordata	Beloniformes	Exocoetidae	Cheilopogon
Actinopterygii	Cheilopogon nigricans	F		0	0	64245		Chordata	Beloniformes	Exocoetidae	Cheilopogon
Actinopterygii	Cheilopogon spilonotopterus	E**	Hirundichthys oxycephalus,Cheilopogon spilonotopterus,Cypselurus poecilopterus,Cypselurus angusticeps,Hirundichthys rondeletii,Cheilopogon cyanopterus	5	2	203090	BOLD:ACK7919,BOLD:AAV7232,BOLD:AAC8423,BOLD:AAV7231	Chordata	Beloniformes	Exocoetidae	Cheilopogon
Actinopterygii	Cherublemma emmelas	A	Cherublemma emmelas	18	2	767283	BOLD:ABY1484	Chordata	Ophidiiformes	Ophidiidae	Cherublemma
Actinopterygii	Chiasmodon niger	E**	Chiasmodon subniger,Kali kerberti,Chiasmodon niger	31	9	54201	BOLD:AAI8009,BOLD:AAB4943,BOLD:AAB4942	Chordata	Perciformes	Chiasmodontidae	Chiasmodon
Actinopterygii	Chiasmodon subniger	D	Chiasmodon niger,Chiasmodon subniger,Kali kerberti	3	1	722977	BOLD:AAI8009	Chordata	Perciformes	Chiasmodontidae	Chiasmodon
Actinopterygii	Chilara taylori	A	Chilara taylori	6	5	82766	BOLD:AAE1982	Chordata	Ophidiiformes	Ophidiidae	Chilara
Actinopterygii	Chiloconger dentatus	D	Chiloconger dentatus	2	1	399255	BOLD:ABU7221	Chordata	Anguilliformes	Congridae	Chiloconger
Actinopterygii	Chilomycterus reticulatus	D	Chilomycterus reticulatus	3	3	200971	BOLD:ABX7694,BOLD:AAJ0419	Chordata	Tetraodontiformes	Diodontidae	Chilomycterus
Actinopterygii	Chlopsis bicollaris	B	Chlopsis bicollaris	4	1	395425	BOLD:ABV5198	Chordata	Anguilliformes	Chlopsidae	Chlopsis
Actinopterygii	Chlorophthalmus mento	D	Chlorophthalmus mento	1	1	483188	BOLD:ABX9658	Chordata	Aulopiformes	Chlorophthalmidae	Chlorophthalmus
Actinopterygii	Chromis alta	D	Chromis alta	2	2	71628	BOLD:ACF3678,BOLD:ACC0929	Chordata	Perciformes	Pomacentridae	Chromis
Actinopterygii	Chromis atrilobata	D	Chromis atrilobata	2	1	11473	BOLD:AAC8581	Chordata	Perciformes	Pomacentridae	Chromis
Actinopterygii	Chromis crusma	A	Chromis crusma	9	2	124060	BOLD:AAE2009	Chordata	Perciformes	Pomacentridae	Chromis
Actinopterygii	Cilus gilberti	D	Cilus gilberti	1	1	468148	BOLD:ACO9061	Chordata	Perciformes	Sciaenidae	Cilus
Actinopterygii	Cirrhitichthys oxycephalus	A	Cirrhitichthys oxycephalus	24	6	20296	BOLD:AAB9318	Chordata	Perciformes	Cirrhitidae	Cirrhitichthys
Actinopterygii	Cirrhitus rivulatus	D		40	2	11085		Chordata	Perciformes	Cirrhitidae	Cirrhitus
Actinopterygii	Citharichthys gilberti	D	Citharichthys gilberti	2	1	371476	BOLD:AAM8920	Chordata	Pleuronectiformes	Paralichthyidae	Citharichthys
Actinopterygii	Citharichthys platophrys	A	Citharichthys platophrys	8	3	299703	BOLD:ABU6511	Chordata	Pleuronectiformes	Paralichthyidae	Citharichthys
Actinopterygii	Citharichthys spilopterus	E**	Syacium micrurum,Citharichthys spilopterus	25	4	140718	BOLD:AAE2823,BOLD:AAJ1116	Chordata	Pleuronectiformes	Paralichthyidae	Citharichthys
Actinopterygii	Citharichthys stigmaeus	E**	Citharichthys sordidus,Citharichthys xanthostigma,Citharichthys stigmaeus	26	4	125498	BOLD:AAB3555,BOLD:AAF2868	Chordata	Pleuronectiformes	Paralichthyidae	Citharichthys
Actinopterygii	Clupea bentincki	B	Clupea bentincki	6	1	779574	BOLD:AAD8166	Chordata	Clupeiformes	Clupeidae	Clupea
Actinopterygii	Coccorella atlantica	C	Coccorella atlantica	5	4	56055	BOLD:ACI7172,BOLD:AAD3224,BOLD:AAD3223,BOLD:AAD3225	Chordata	Aulopiformes	Evermannellidae	Coccorella
Actinopterygii	Coelorinchus canus	A	Coelorinchus canus	10	2	722992	BOLD:ABX7572	Chordata	Gadiformes	Macrouridae	Coelorinchus
Actinopterygii	Coelorinchus fasciatus	E*	Coelorinchus fasciatus,Coelorinchus simorhynchus	6	2	124765	BOLD:AAC3769	Chordata	Gadiformes	Macrouridae	Coelorinchus
Actinopterygii	Congiopodus peruvianus	B	Congiopodus peruvianus	7	1	54107	BOLD:ACF1577	Chordata	Scorpaeniformes	Congiopodidae	Congiopodus
Actinopterygii	Conodon serrifer	D		13	4	371494		Chordata	Perciformes	Haemulidae	Conodon
Actinopterygii	Cookeolus japonicus	E*	Cookeolus japonicus,Heteropriacanthus cruentatus	19	5	71723	BOLD:AAB1877	Chordata	Perciformes	Priacanthidae	Cookeolus
Actinopterygii	Coralliozetus angelicus	F		0	0	177950		Chordata	Perciformes	Chaenopsidae	Coralliozetus
Actinopterygii	Coralliozetus springeri	D		3	1	501312		Chordata	Perciformes	Chaenopsidae	Coralliozetus
Actinopterygii	Corvula macrops	D		3	3	299707		Chordata	Perciformes	Sciaenidae	Corvula
Actinopterygii	Coryphaena equiselis	C	Coryphaena equiselis	6	1	86784	BOLD:ACK8197,BOLD:AAY5000	Chordata	Perciformes	Coryphaenidae	Coryphaena
Actinopterygii	Coryphaena hippurus	A	Coryphaena hippurus	93	21	13788	BOLD:AAA5277	Chordata	Perciformes	Coryphaenidae	Coryphaena
Actinopterygii	Coryphaenoides anguliceps	B	Coryphaenoides anguliceps	8	1	722970	BOLD:ABX7706	Chordata	Gadiformes	Macrouridae	Coryphaenoides
Actinopterygii	Coryphaenoides armatus	E*	Coryphaenoides affinis,Coryphaenoides lecointei,Coryphaenoides armatus	12	5	34568	BOLD:AAC9973	Chordata	Gadiformes	Macrouridae	Coryphaenoides
Actinopterygii	Coryphaenoides capito	B	Coryphaenoides capito	11	1	722979	BOLD:ABX7710	Chordata	Gadiformes	Macrouridae	Coryphaenoides
Actinopterygii	Coryphaenoides carminifer	B	Coryphaenoides carminifer	10	1	722969	BOLD:ABX7707	Chordata	Gadiformes	Macrouridae	Coryphaenoides
Actinopterygii	Coryphaenoides subserrulatus	B	Coryphaenoides subserrulatus	6	1	52881	BOLD:AAC9964	Chordata	Gadiformes	Macrouridae	Coryphaenoides
Actinopterygii	Coryphopterus urospilus	B	Coryphopterus urospilus	4	1	89812	BOLD:AAF0741	Chordata	Perciformes	Gobiidae	Coryphopterus
Actinopterygii	Ctenochaetus marginatus	D	Ctenochaetus marginatus	2	2	34530	BOLD:AAD6726	Chordata	Perciformes	Acanthuridae	Ctenochaetus
Actinopterygii	Ctenogobius manglicola	D	Ctenogobius manglicola	1	1	399880	BOLD:AAF8708	Chordata	Perciformes	Gobiidae	Ctenogobius
Actinopterygii	Ctenogobius sagittula	D	Ctenogobius sagittula	1	1	76488	BOLD:AAI9988	Chordata	Perciformes	Gobiidae	Ctenogobius
Actinopterygii	Cubiceps caeruleus	E**	Cubiceps caeruleus,Cubiceps whiteleggii	19	4	52930	BOLD:AAB5182,BOLD:AAB5183	Chordata	Perciformes	Nomeidae	Cubiceps
Actinopterygii	Cubiceps paradoxus	D	Cubiceps paradoxus	2	1	83449	BOLD:AAJ5764	Chordata	Perciformes	Nomeidae	Cubiceps
Actinopterygii	Cubiceps pauciradiatus	E**	Cubiceps whiteleggii,Cubiceps caeruleus,Cubiceps pauciradiatus	19	4	140599	BOLD:AAB5183,BOLD:AAC6698	Chordata	Perciformes	Nomeidae	Cubiceps
Actinopterygii	Cyclichthys spilostylus	A	Cyclichthys spilostylus	4	2	206523	BOLD:ABA7662	Chordata	Tetraodontiformes	Diodontidae	Cyclichthys
Actinopterygii	Cyclopsetta chittendeni	D	Cyclopsetta chittendeni	2	1	139753	BOLD:AAD5379	Chordata	Pleuronectiformes	Paralichthyidae	Cyclopsetta
Actinopterygii	Cyclopsetta panamensis	D	Cyclopsetta panamensis	2	2	11799	BOLD:AAH9976	Chordata	Pleuronectiformes	Paralichthyidae	Cyclopsetta
Actinopterygii	Cyclopsetta querna	D		0	1	11800		Chordata	Pleuronectiformes	Paralichthyidae	Cyclopsetta
Actinopterygii	Cyclothone acclinidens	D	Cyclothone acclinidens,Cyclothone atraria,Cyclothone pseudopallida	1	1	76495	BOLD:ACC0411,BOLD:AAJ3804,BOLD:AAJ3802,BOLD:AAU0299	Chordata	Stomiiformes	Gonostomatidae	Cyclothone
Actinopterygii	Cyclothone microdon	A	Cyclothone microdon	20	5	59442	BOLD:AAB4944	Chordata	Stomiiformes	Gonostomatidae	Cyclothone
Actinopterygii	Cyclothone pallida	C	Cyclothone pallida	6	3	59443	BOLD:ADL7315,BOLD:AAC8495	Chordata	Stomiiformes	Gonostomatidae	Cyclothone
Actinopterygii	Cyclothone pseudopallida	D	Cyclothone pseudopallida,Cyclothone microdon	1	1	76496	BOLD:AAB4944,BOLD:AAJ3804	Chordata	Stomiiformes	Gonostomatidae	Cyclothone
Actinopterygii	Cyclothone signata	D	Cyclothone signata	1	1	76497	BOLD:AAI9536	Chordata	Stomiiformes	Gonostomatidae	Cyclothone
Actinopterygii	Cynoscion albus	D		0	1	63709		Chordata	Perciformes	Sciaenidae	Cynoscion
Actinopterygii	Cynoscion analis	A	Cynoscion analis	9	2	371492	BOLD:ACB7387	Chordata	Perciformes	Sciaenidae	Cynoscion
Actinopterygii	Cynoscion nannus	B	Cynoscion nannus	27	1	722978	BOLD:ABX7571	Chordata	Perciformes	Sciaenidae	Cynoscion
Actinopterygii	Cynoscion praedatorius	F		0	0	717040		Chordata	Perciformes	Sciaenidae	Cynoscion
Actinopterygii	Cynoscion reticulatus	D		34	5	63710		Chordata	Perciformes	Sciaenidae	Cynoscion
Actinopterygii	Cypselurus angusticeps	E**	Hirundichthys rondeletii,Cypselurus poecilopterus,Cypselurus angusticeps,Hirundichthys oxycephalus	4	1	384367	BOLD:AAC8423,BOLD:ACE0436	Chordata	Beloniformes	Exocoetidae	Cypselurus
Actinopterygii	Cypselurus callopterus	D		2	2	140449		Chordata	Beloniformes	Exocoetidae	Cypselurus
Actinopterygii	Dajaus monticola	C	Dajaus monticola	27	3	783412	BOLD:AAT9798,BOLD:ACC0748,BOLD:AAC4226,BOLD:AAC4225	Chordata	Perciformes	Mugilidae	Dajaus
Actinopterygii	Danaphos oculatus	F		0	0	503706		Chordata	Stomiiformes	Sternoptychidae	Danaphos
Actinopterygii	Decapterus macarellus	E**	Decapterus muroadsi,Selar crumenophthalmus,Decapterus maruadsi,Decapterus akaadsi,Decapterus macarellus	46	7	18711	BOLD:AAB0871,BOLD:AAC4791,BOLD:AAI3669,BOLD:AAC4792,BOLD:ADX2918	Chordata	Perciformes	Carangidae	Decapterus
Actinopterygii	Decapterus macrosoma	E**	Decapterus kurroides,Decapterus maruadsi,Decapterus russelli,Decapterus macrosoma	90	7	18713	BOLD:AAB6796,BOLD:ADI4344	Chordata	Perciformes	Carangidae	Decapterus
Actinopterygii	Decapterus muroadsi	E**	Decapterus muroadsi,Decapterus macarellus,Decapterus macrosoma	4	2	59236	BOLD:ADI4344,BOLD:AAC4791	Chordata	Perciformes	Carangidae	Decapterus
Actinopterygii	Deckertichthys aureolus	D		5	3	750764		Chordata	Perciformes	Gerreidae	Deckertichthys
Actinopterygii	Decodon melasma	A	Decodon melasma	6	2	86912	BOLD:AAI9623	Chordata	Perciformes	Labridae	Decodon
Actinopterygii	Derichthys serpentinus	A	Derichthys serpentinus	14	5	59446	BOLD:AAC4336	Chordata	Anguilliformes	Derichthyidae	Derichthys
Actinopterygii	Dermatolepis dermatolepis	D		23	1	89806		Chordata	Perciformes	Serranidae	Dermatolepis
Actinopterygii	Dialommus fuscus	D	Dialommus fuscus	1	1	381023	BOLD:ABU6597	Chordata	Perciformes	Labrisomidae	Dialommus
Actinopterygii	Dialommus macrocephalus	F		0	0	495893		Chordata	Perciformes	Labrisomidae	Dialommus
Actinopterygii	Diaphus meadi	E**	Diaphus brachycephalus,Diaphus mollis,Diaphus meadi	13	3	142459	BOLD:AAC9266,BOLD:AAC9265,BOLD:AAC9267	Chordata	Myctophiformes	Myctophidae	Diaphus
Actinopterygii	Diaphus ostenfeldi	E**	Diaphus metopoclampus,Diaphus ostenfeldi	8	1	281832	BOLD:AAD6740,BOLD:AAC2542,BOLD:AAD6741	Chordata	Myctophiformes	Myctophidae	Diaphus
Actinopterygii	Diaphus rafinesquii	E*	Diaphus rafinesquii,Diaphus holti	7	3	59452	BOLD:AAC7800	Chordata	Myctophiformes	Myctophidae	Diaphus
Actinopterygii	Diaphus theta	E*	Symbolophorus californiensis,Diaphus theta	8	3	34004	BOLD:AAC9263	Chordata	Myctophiformes	Myctophidae	Diaphus
Actinopterygii	Diapterus brevirostris	D		6	2	595877		Chordata	Perciformes	Gerreidae	Diapterus
Actinopterygii	Dibranchus erinaceus	E*	Dibranchus erinaceus,Dibranchus spinosus	7	1	722988	BOLD:ACF5465	Chordata	Lophiiformes	Ogcocephalidae	Dibranchus
Actinopterygii	Dibranchus hystrix	B	Dibranchus hystrix	5	1	722981	BOLD:AAF5586	Chordata	Lophiiformes	Ogcocephalidae	Dibranchus
Actinopterygii	Dibranchus nudivomer	D	Dibranchus nudivomer	3	1	722989	BOLD:ABX8358	Chordata	Lophiiformes	Ogcocephalidae	Dibranchus
Actinopterygii	Dibranchus spinosus	E*	Dibranchus spinosus,Dibranchus erinaceus	9	1	722975	BOLD:ACF5465	Chordata	Lophiiformes	Ogcocephalidae	Dibranchus
Actinopterygii	Dicrolene filamentosa	B	Dicrolene filamentosa	17	1	483198	BOLD:ACN4313	Chordata	Ophidiiformes	Ophidiidae	Dicrolene
Actinopterygii	Diodon eydouxii	D	Diodon hystrix,Diodon eydouxii	1	1	460730	BOLD:AAB0446	Chordata	Tetraodontiformes	Diodontidae	Diodon
Actinopterygii	Diodon holocanthus	A	Diodon holocanthus	35	8	10997	BOLD:ACK7928	Chordata	Tetraodontiformes	Diodontidae	Diodon
Actinopterygii	Diodon hystrix	E*	Diodon hystrix,Diodon eydouxii	17	9	34503	BOLD:AAB0446	Chordata	Tetraodontiformes	Diodontidae	Diodon
Actinopterygii	Diogenichthys atlanticus	D	Diogenichthys atlanticus	1	1	263446	BOLD:AAU0032,BOLD:AAL1029,BOLD:ACI7353,BOLD:ACS3609	Chordata	Myctophiformes	Myctophidae	Diogenichthys
Actinopterygii	Diogenichthys laternatus	D	Diogenichthys laternatus	1	1	452588	BOLD:ABV9501	Chordata	Myctophiformes	Myctophidae	Diogenichthys
Actinopterygii	Diplacanthopoma brachysoma	D		1	1	28692		Chordata	Ophidiiformes	Bythitidae	Diplacanthopoma
Actinopterygii	Diplectrum conceptione	B	Diplectrum conceptione	6	1	500238	BOLD:ADI4144	Chordata	Perciformes	Serranidae	Diplectrum
Actinopterygii	Diplectrum euryplectrum	D	Diplectrum euryplectrum	2	1	299697	BOLD:ABX9945	Chordata	Perciformes	Serranidae	Diplectrum
Actinopterygii	Diplectrum pacificum	D		8	3	371500		Chordata	Perciformes	Serranidae	Diplectrum
Actinopterygii	Diplectrum rostrum	D	Diplectrum rostrum	1	1	89803	BOLD:ABA8467	Chordata	Perciformes	Serranidae	Diplectrum
Actinopterygii	Dissostichus eleginoides	A	Dissostichus eleginoides	78	7	18152	BOLD:AAA4566	Chordata	Perciformes	Nototheniidae	Dissostichus
Actinopterygii	Ditropichthys storeri	D	Ditropichthys storeri,Gyrinomimus grahami	1	1	52985	BOLD:AAF7945	Chordata	Cetomimiformes	Cetomimidae	Ditropichthys
Actinopterygii	Dormitator latifrons	A	Dormitator latifrons	6	2	53874	BOLD:AAE0817	Chordata	Perciformes	Eleotridae	Dormitator
Actinopterygii	Dormitator maculatus	C	Dormitator maculatus	11	5	53875	BOLD:AAM2353,BOLD:AAC2209	Chordata	Perciformes	Eleotridae	Dormitator
Actinopterygii	Doryrhamphus excisus	E**	Doryrhamphus melanopleura,Doryrhamphus excisus	4	3	89217	BOLD:AAD0560,BOLD:AAY8763,BOLD:AAD0562	Chordata	Syngnathiformes	Syngnathidae	Doryrhamphus
Actinopterygii	Echeneis naucrates	E**	Echeneis naucrates,Echeneis neucratoides,Remora remora	32	12	11167	BOLD:AAB6121,BOLD:AAT9535	Chordata	Perciformes	Echeneidae	Echeneis
Actinopterygii	Echidna nebulosa	E**	Echidna nebulosa,Uropterygius fasciolatus	15	9	11011	BOLD:ADR0087,BOLD:AAC5551	Chordata	Anguilliformes	Muraenidae	Echidna
Actinopterygii	Echiodon exsilium	D		0	1	461697		Chordata	Ophidiiformes	Carapidae	Echiodon
Actinopterygii	Ectreposebastes imus	A	Ectreposebastes imus	5	2	196100	BOLD:AAE8147	Chordata	Scorpaeniformes	Setarchidae	Ectreposebastes
Actinopterygii	Ekemblemaria myersi	D		2	1	374818		Chordata	Perciformes	Chaenopsidae	Ekemblemaria
Actinopterygii	Elagatis bipinnulata	A	Elagatis bipinnulata	31	10	17061	BOLD:AAB3730	Chordata	Perciformes	Carangidae	Elagatis
Actinopterygii	Elassodiscus tremebundus	D	Elassodiscus tremebundus	3	1	799409	BOLD:ADQ7196	Chordata	Scorpaeniformes	Liparidae	Elassodiscus
Actinopterygii	Electrona antarctica	A	Electrona antarctica	23	5	72305	BOLD:AAB3737	Chordata	Myctophiformes	Myctophidae	Electrona
Actinopterygii	Electrona carlsbergi	A	Electrona carlsbergi	8	4	59319	BOLD:AAB8433	Chordata	Myctophiformes	Myctophidae	Electrona
Actinopterygii	Electrona paucirastra	D	Electrona paucirastra	3	2	53048	BOLD:AAD8917,BOLD:AAD8918	Chordata	Myctophiformes	Myctophidae	Electrona
Actinopterygii	Eleginops maclovinus	A	Eleginops maclovinus	9	3	54115	BOLD:AAC9391	Chordata	Perciformes	Eleginopsidae	Eleginops
Actinopterygii	Eleotris picta	B	Eleotris picta	9	1	53877	BOLD:AAD3848	Chordata	Perciformes	Eleotridae	Eleotris
Actinopterygii	Elops affinis	D	Elops saurus,Elops hawaiensis,Elops machnata,Elops affinis,Elops smithi	3	2	34524	BOLD:AAB9386	Chordata	Elopiformes	Elopidae	Elops
Actinopterygii	Emblemaria nivipes	F		0	0	509396		Chordata	Perciformes	Chaenopsidae	Emblemaria
Actinopterygii	Emblemaria piratica	F		0	0	509397		Chordata	Perciformes	Chaenopsidae	Emblemaria
Actinopterygii	Enchelycore ramosa	D	Enchelycore ramosa	1	1	53022	BOLD:AAX7430	Chordata	Anguilliformes	Muraenidae	Enchelycore
Actinopterygii	Engraulis ringens	A	Engraulis ringens	21	3	58288	BOLD:AAC0685	Chordata	Clupeiformes	Engraulidae	Engraulis
Actinopterygii	Engyophrys sanctilaurentii	A	Engyophrys sanctilaurentii	8	3	299701	BOLD:AAF6514	Chordata	Pleuronectiformes	Bothidae	Engyophrys
Actinopterygii	Epinephelus fasciatus	C	Epinephelus fasciatus	40	10	11676	BOLD:AAB1335,BOLD:AAB1334,BOLD:AAB1333,BOLD:AAB1332	Chordata	Perciformes	Serranidae	Epinephelus
Actinopterygii	Epinephelus labriformis	D	Epinephelus labriformis	2	1	11661	BOLD:ADB2564	Chordata	Perciformes	Serranidae	Epinephelus
Actinopterygii	Epinephelus quinquefasciatus	D	Epinephelus quinquefasciatus	1	1	453881	BOLD:AAG2543	Chordata	Perciformes	Serranidae	Epinephelus
Actinopterygii	Erotelis armiger	D	Erotelis armiger	1	1	53879	BOLD:AAX7828	Chordata	Perciformes	Eleotridae	Erotelis
Actinopterygii	Erotelis smaragdus	A	Erotelis smaragdus	24	4	53811	BOLD:AAB5197	Chordata	Perciformes	Eleotridae	Erotelis
Actinopterygii	Ethmidium maculatum	A	Ethmidium maculatum	7	3	66211	BOLD:AAE4577	Chordata	Clupeiformes	Clupeidae	Ethmidium
Actinopterygii	Etropus crossotus	C	Etropus crossotus	21	4	139751	BOLD:AAB8735,BOLD:AAB8734	Chordata	Pleuronectiformes	Paralichthyidae	Etropus
Actinopterygii	Etropus ectenes	D	Etropus ectenes	3	1	783365	BOLD:ADI5153	Chordata	Pleuronectiformes	Paralichthyidae	Etropus
Actinopterygii	Eucinostomus argenteus	E**	Eucinostomus gula,Eucinostomus harengulus,Eucinostomus argenteus	80	5	55467	BOLD:AAA4224,BOLD:AAA5334,BOLD:AAA5332,BOLD:AAA5333	Chordata	Perciformes	Gerreidae	Eucinostomus
Actinopterygii	Eucinostomus currani	D		34	7	11349		Chordata	Perciformes	Gerreidae	Eucinostomus
Actinopterygii	Eucinostomus dowii	D		36	2	315601		Chordata	Perciformes	Gerreidae	Eucinostomus
Actinopterygii	Eucinostomus entomelas	D		11	2	299688		Chordata	Perciformes	Gerreidae	Eucinostomus
Actinopterygii	Eucinostomus gracilis	D		7	3	299678		Chordata	Perciformes	Gerreidae	Eucinostomus
Actinopterygii	Eugerres lineatus	D		35	4	509791		Chordata	Perciformes	Gerreidae	Eugerres
Actinopterygii	Euleptorhamphus viridis	D	Euleptorhamphus viridis	1	1	460729	BOLD:AAF8845	Chordata	Beloniformes	Hemiramphidae	Euleptorhamphus
Actinopterygii	Eurypharynx pelecanoides	A	Eurypharynx pelecanoides	13	7	27311	BOLD:AAB9456	Chordata	Saccopharyngiformes	Eurypharyngidae	Eurypharynx
Actinopterygii	Euthynnus lineatus	E*	Euthynnus affinis,Euthynnus lineatus	4	3	11618	BOLD:AAB2798	Chordata	Perciformes	Scombridae	Euthynnus
Actinopterygii	Evorthodus minutus	D	Evorthodus minutus	1	1	53858	BOLD:AAJ0337	Chordata	Perciformes	Gobiidae	Evorthodus
Actinopterygii	Exocoetus monocirrhus	C	Exocoetus monocirrhus	8	4	140450	BOLD:AAU1421,BOLD:AAK5939	Chordata	Beloniformes	Exocoetidae	Exocoetus
Actinopterygii	Exocoetus obtusirostris	D		9	2	359539		Chordata	Beloniformes	Exocoetidae	Exocoetus
Actinopterygii	Exocoetus volitans	D	Exocoetus monocirrhus,Exocoetus volitans	1	1	30368	BOLD:ACI7587,BOLD:AAU1421	Chordata	Beloniformes	Exocoetidae	Exocoetus
Actinopterygii	Fistularia commersonii	A	Fistularia commersonii	47	15	17647	BOLD:AAB5992	Chordata	Syngnathiformes	Fistulariidae	Fistularia
Actinopterygii	Fistularia corneta	D	Fistularia corneta	1	1	364655	BOLD:ADF4328	Chordata	Syngnathiformes	Fistulariidae	Fistularia
Actinopterygii	Fistularia petimba	C	Fistularia petimba	39	8	86884	BOLD:AAA5493,BOLD:AAB8439,BOLD:AAB8438,BOLD:AAN2684	Chordata	Syngnathiformes	Fistulariidae	Fistularia
Actinopterygii	Fodiator acutus	D		1	1	503710		Chordata	Beloniformes	Exocoetidae	Fodiator
Actinopterygii	Forcipiger flavissimus	C	Forcipiger flavissimus	28	9	47273	BOLD:AAB5981,BOLD:AAB5982	Chordata	Perciformes	Chaetodontidae	Forcipiger
Actinopterygii	Fowlerichthys avalonis	D	Fowlerichthys avalonis	1	1	606407	BOLD:ABX9867,BOLD:AAR3312	Chordata	Lophiiformes	Antennariidae	Fowlerichthys
Actinopterygii	Galaxias maculatus	E**	Galaxias truttaceus,Galaxias maculatus	11	3	27314	BOLD:AAB5450,BOLD:AAB5448,BOLD:AAB5449,BOLD:AAB5447	Chordata	Osmeriformes	Galaxiidae	Galaxias
Actinopterygii	Galaxias platei	D		5	1	200125		Chordata	Osmeriformes	Galaxiidae	Galaxias
Actinopterygii	Galeichthys peruvianus	D	Galeichthys peruvianus	1	1	371496	BOLD:ADF3486	Chordata	Siluriformes	Ariidae	Galeichthys
Actinopterygii	Gempylus serpens	A	Gempylus serpens	14	5	59175	BOLD:AAC5492	Chordata	Perciformes	Gempylidae	Gempylus
Actinopterygii	Genyatremus dovii	D		3	1	495732		Chordata	Perciformes	Haemulidae	Genyatremus
Actinopterygii	Genyatremus pacifici	D		2	2	509582		Chordata	Perciformes	Haemulidae	Genyatremus
Actinopterygii	Genypterus blacodes	E**	Genypterus blacodes,Genypterus tigerinus	15	5	10848	BOLD:AAB2203,BOLD:ACF2980	Chordata	Ophidiiformes	Ophidiidae	Genypterus
Actinopterygii	Genypterus chilensis	E*	Genypterus chilensis,Genypterus maculatus	5	1	66196	BOLD:AAD4049	Chordata	Ophidiiformes	Ophidiidae	Genypterus
Actinopterygii	Genypterus maculatus	E*	Genypterus maculatus,Genypterus chilensis	7	1	66197	BOLD:AAD4049	Chordata	Ophidiiformes	Ophidiidae	Genypterus
Actinopterygii	Gerres cinereus	A	Gerres cinereus	33	3	23539	BOLD:AAB0529	Chordata	Perciformes	Gerreidae	Gerres
Actinopterygii	Gerres simillimus	D		23	3	364646		Chordata	Perciformes	Gerreidae	Gerres
Actinopterygii	Girella freminvillii	D	Girella freminvillii	1	1	91552	BOLD:AAY0826	Chordata	Perciformes	Kyphosidae	Girella
Actinopterygii	Gnathanodon speciosus	E**	Gnathanodon speciosus,Caranx tille,Caranx papuensis	25	9	11523	BOLD:AAL3904,BOLD:AAB7462,BOLD:ACS0288,BOLD:AAB7461	Chordata	Perciformes	Carangidae	Gnathanodon
Actinopterygii	Gobiomorus dormitor	E**	Gobiomorus dormitor,Gobiomorus maculatus	25	4	53886	BOLD:AAB7697,BOLD:AAB7696	Chordata	Perciformes	Eleotridae	Gobiomorus
Actinopterygii	Gobiomorus maculatus	E**	Gobiomorus maculatus,Gobiomorus dormitor	11	1	53887	BOLD:AAB7696,BOLD:AAC5593	Chordata	Perciformes	Eleotridae	Gobiomorus
Actinopterygii	Gobiomorus polylepis	F		0	0	797527		Chordata	Perciformes	Eleotridae	Gobiomorus
Actinopterygii	Gobiosoma paradoxum	F		0	0	798563		Chordata	Perciformes	Gobiidae	Gobiosoma
Actinopterygii	Gonichthys cocco	D	Gonichthys cocco	3	1	59465	BOLD:AAD6322,BOLD:ABZ1781	Chordata	Myctophiformes	Myctophidae	Gonichthys
Actinopterygii	Gonichthys tenuiculus	D	Gonichthys tenuiculus	1	1	125614	BOLD:AAY2350	Chordata	Myctophiformes	Myctophidae	Gonichthys
